Abriendo SIMIT...
REQUEST:  GET https://www.google.com.co/pagead/1p-conversion/306649963/?random=163852854&cv=11&fst=1776920888656&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be64k1h1v9126221624z8843781589za20gzb843781589zd843781589xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938468~117266400~118463261&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&rcb=11&label=cU4TCJvztPECEOu2nJIB&capi=1&frm=0&tiba=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&value=0&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=88395575.1776920889&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=19.0.0&uaw=0&_tu=CA&gcl_ctr=1~0~0~0&category=acrcp_v1_512&fmt=8&ct_cookie_present=false&crd=CLTesQII8t-xAgit4bECCKG4sQIIscGxAgiwwbECCLHDsQIIisWxAgjCybECCLTGsQIIk9qxAgjb3LECCIfbsQII08WxAgjrzLECCO3OsQII1c-xAgj02rECCJfUsQIIyduxAgix4bECCLPhsQIIpt2xAgiw3rECCIDbsQJKK3RyaWdnZXI9ZXZlbnQtc291cmNlLCBub3QtbmF2aWdhdGlvbi1zb3VyY2VaAwoBAWIDCgED&cerd=CgEA&fsk=ChEI8OOhzwYQy-2I0MH1tu65ARIsADfqr1V4dY9y0-Dwxl2fmtkSTjOJKd9AagaQlrfpmGg-twsDnrGh5XJKaA8aAp_E&is_vtc=1&cid=CAQSsAEABaugfZRUwL5UbgxXrj-JIcRCTtIYC6NjOcikLEFdzFyq_tZWKdjO0fsoFpWT4k4m9FF8mmKKVH-kKQaqEWuW6sGbLak-rqWzSvVHKRGRF7Csu89KqCOpDmOIIJgKTJXGknO1mTjh4LZEcE21h3AyLIIHhDGeaH50ZvCQqFEsE9SYubQJyJCX3x7HHNZYT96nILyuzjyvMv4dY4Wz2YicMIedsO078UiSuYmNWFEOgw&eitems=ChAI8OOhzwYQnf3X0YH146MTEh0AvW1FkXGiUo4_O1YD-zHIzxI7rhhb28-x1x2X8Q&random=2209860221&ipr=y&pscrd=IhMIlJTrkpqDlAMVuCnQBB34pzozMgwIA2IICAAQABgAIAAyDAgEYggIABAAGAAgADIMCAdiCAgAEAAYACAAMgwICGIICAAQABgAIAAyDAgJYggIABAAGAAgADIMCApiCAgAEAAYACAAMgwIAmIICAAQABgAIAAyDAgLYggIABAAGAAgADIMCBViCAgAEAAYACAAMgwIH2IICAAQABgAIAAyDAgTYggIABAAGAAgADIMCBJiCAgAEAAYACAAOhdodHRwczovL3d3dy5mY20ub3JnLmNvL0JXQ2hFSThPT2h6d1lRMWNpang0LWdsNGFWQVJJc0FJOEVLWjBLMldZdGNsMTk4MFY3WGo1dHkxWlBwRmJCLTBxLVhVSnh2S25WUnlPMExLeVNWMGwxNXNRegwICWIICAAQABgAIACCAQVwAYgBAQ
RESPONSE: 200 https://www.google.com.co/pagead/1p-conversion/306649963/?random=163852854&cv=11&fst=1776920888656&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be64k1h1v9126221624z8843781589za20gzb843781589zd843781589xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938468~117266400~118463261&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&rcb=11&label=cU4TCJvztPECEOu2nJIB&capi=1&frm=0&tiba=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&value=0&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=88395575.1776920889&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=19.0.0&uaw=0&_tu=CA&gcl_ctr=1~0~0~0&category=acrcp_v1_512&fmt=8&ct_cookie_present=false&crd=CLTesQII8t-xAgit4bECCKG4sQIIscGxAgiwwbECCLHDsQIIisWxAgjCybECCLTGsQIIk9qxAgjb3LECCIfbsQII08WxAgjrzLECCO3OsQII1c-xAgj02rECCJfUsQIIyduxAgix4bECCLPhsQIIpt2xAgiw3rECCIDbsQJKK3RyaWdnZXI9ZXZlbnQtc291cmNlLCBub3QtbmF2aWdhdGlvbi1zb3VyY2VaAwoBAWIDCgED&cerd=CgEA&fsk=ChEI8OOhzwYQy-2I0MH1tu65ARIsADfqr1V4dY9y0-Dwxl2fmtkSTjOJKd9AagaQlrfpmGg-twsDnrGh5XJKaA8aAp_E&is_vtc=1&cid=CAQSsAEABaugfZRUwL5UbgxXrj-JIcRCTtIYC6NjOcikLEFdzFyq_tZWKdjO0fsoFpWT4k4m9FF8mmKKVH-kKQaqEWuW6sGbLak-rqWzSvVHKRGRF7Csu89KqCOpDmOIIJgKTJXGknO1mTjh4LZEcE21h3AyLIIHhDGeaH50ZvCQqFEsE9SYubQJyJCX3x7HHNZYT96nILyuzjyvMv4dY4Wz2YicMIedsO078UiSuYmNWFEOgw&eitems=ChAI8OOhzwYQnf3X0YH146MTEh0AvW1FkXGiUo4_O1YD-zHIzxI7rhhb28-x1x2X8Q&random=2209860221&ipr=y&pscrd=IhMIlJTrkpqDlAMVuCnQBB34pzozMgwIA2IICAAQABgAIAAyDAgEYggIABAAGAAgADIMCAdiCAgAEAAYACAAMgwICGIICAAQABgAIAAyDAgJYggIABAAGAAgADIMCApiCAgAEAAYACAAMgwIAmIICAAQABgAIAAyDAgLYggIABAAGAAgADIMCBViCAgAEAAYACAAMgwIH2IICAAQABgAIAAyDAgTYggIABAAGAAgADIMCBJiCAgAEAAYACAAOhdodHRwczovL3d3dy5mY20ub3JnLmNvL0JXQ2hFSThPT2h6d1lRMWNpang0LWdsNGFWQVJJc0FJOEVLWjBLMldZdGNsMTk4MFY3WGo1dHkxWlBwRmJCLTBxLVhVSnh2S25WUnlPMExLeVNWMGwxNXNRegwICWIICAAQABgAIACCAQVwAYgBAQ
REQUEST:  POST https://qxcaptcha.fcm.org.co/api.php
RESPONSE: 200 https://qxcaptcha.fcm.org.co/api.php
REQUEST:  GET https://insuit.net/i4tproject/www.fcm.org.co/config?version=9.8.0-102-000
REQUEST:  POST https://qxcaptcha.fcm.org.co/api.php
RESPONSE: 200 https://qxcaptcha.fcm.org.co/api.php
RESPONSE: 200 https://insuit.net/i4tproject/www.fcm.org.co/config?version=9.8.0-102-000
REQUEST:  POST https://qxcaptcha.fcm.org.co/api.php
RESPONSE: 200 https://qxcaptcha.fcm.org.co/api.php
REQUEST:  GET https://insuit.net/i4tproject/www.fcm.org.co/resources.js?version=CO_FCM-01.00.09&V9.8.0-102-000
REQUEST:  POST https://www.google-analytics.com/g/collect?v=2&tid=G-8TBQXXE1D2&gtm=45je64k1h1v890165050za20gzb843781589zd843781589&_p=1776920881779&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AEAAAAQ&ae=a&are=1&cid=1435742119.1776920888&frm=0&pscdl=noapi&rcb=11&sr=1280x720&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=es-419&_s=2&tag_exp=0~115616986~115938466~115938469~117266401~117512543~117884344&sid=1776920888&sct=1&seg=0&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&dt=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&_tu=CA&en=scroll&epn.percent_scrolled=90&_et=4&tfd=14064
REQUEST:  POST https://www.google-analytics.com/g/collect?v=2&tid=G-8TBQXXE1D2&gtm=45je64k1h1v890165050za20gzb843781589zd843781589&_p=1776920881779&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AEEAAAQ&ae=a&are=1&cid=1435742119.1776920888&frm=0&pscdl=noapi&rcb=11&sr=1280x720&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=es-419&_s=3&tag_exp=0~115616986~115938466~115938469~117266401~117512543~117884344&sid=1776920888&sct=1&seg=0&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&dt=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&en=form_start&ep.form_id=formGetEstadoCuenta&ep.form_name=&ep.form_destination=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&epn.form_length=2&ep.first_field_id=txtBusqueda&ep.first_field_name=txtBusqueda&ep.first_field_type=text&epn.first_field_position=1&_et=4681&tfd=14066
REQUEST:  GET https://www.facebook.com/tr/?id=1002616857190413&ev=SubscribedButtonClick&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&rl=&if=false&ts=1776920892989&cd[buttonFeatures]=%7B%22classList%22%3A%22btn%20btn-primary%20font-weight-bold%20btn-sm%20py-1%20px-2%22%2C%22destination%22%3A%22https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta%22%2C%22id%22%3A%22btnNumDocPlaca%22%2C%22imageUrl%22%3A%22%22%2C%22innerText%22%3A%22%22%2C%22numChildButtons%22%3A0%2C%22tag%22%3A%22button%22%2C%22type%22%3A%22submit%22%2C%22name%22%3A%22%22%2C%22value%22%3A%22%22%7D&cd[buttonText]=&cd[formFeatures]=%5B%7B%22id%22%3A%22txtBusqueda%22%2C%22name%22%3A%22txtBusqueda%22%2C%22tag%22%3A%22input%22%2C%22placeholder%22%3A%22N%C3%BAmero%20de%20identificaci%C3%B3n%20o%20placa%20del%20veh%C3%ADculo%22%2C%22inputType%22%3A%22text%22%7D%5D&cd[pageFeatures]=%7B%22title%22%3A%22SIMIT%20%7C%20Estado%20de%20la%20Cuenta%22%7D&sw=1280&sh=720&v=2.9.303&r=stable&ec=1&o=4126&fbp=fb.2.1776920888119.467377152359639325&ler=empty&cdl=API_unavailable&pmd[locale]=es-CO&pmd[description]=En%20SIMIT%20puedes%20consultar%20y%20pagar%20tus%20multas%20de%20tr%C3%A1nsito%20de%20toda%20Colombia%2C%20de%20manera%20f%C3%A1cil%20y%20segura.%20Puedes%20pagar%20en%20m%C3%A1s%20de%2020%20mil%20puntos%20a%20nivel%20nacional..&pmd[keywords]=multas%20de%20transito%2C%20comparendos%2C%20parte%20de%20transito%2C%20movilidad%2C%20Simit%2C%20pago%20en%20linea%2C%20transito%2C%20donde%20pagar%20multas%2C%20transito%20bogota%2C%20secretaria%20de%20movilidad%2C%20secretaria%20distrital%2C%20multa%20bogota%2C%20paz%20y%20salvo&plt=9025.60000000894&it=1776920888077&coo=false&es=automatic&tm=3&expv2[0]=pl1&expv2[1]=el2&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=im0&expv2[6]=hf1&rqm=GET
REQUEST:  GET https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=1002616857190413&ev=SubscribedButtonClick&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&rl=&if=false&ts=1776920892989&cd[buttonFeatures]=%7B%22classList%22%3A%22btn%20btn-primary%20font-weight-bold%20btn-sm%20py-1%20px-2%22%2C%22destination%22%3A%22https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta%22%2C%22id%22%3A%22btnNumDocPlaca%22%2C%22imageUrl%22%3A%22%22%2C%22innerText%22%3A%22%22%2C%22numChildButtons%22%3A0%2C%22tag%22%3A%22button%22%2C%22type%22%3A%22submit%22%2C%22name%22%3A%22%22%2C%22value%22%3A%22%22%7D&cd[buttonText]=&cd[formFeatures]=%5B%7B%22id%22%3A%22txtBusqueda%22%2C%22name%22%3A%22txtBusqueda%22%2C%22tag%22%3A%22input%22%2C%22placeholder%22%3A%22N%C3%BAmero%20de%20identificaci%C3%B3n%20o%20placa%20del%20veh%C3%ADculo%22%2C%22inputType%22%3A%22text%22%7D%5D&cd[pageFeatures]=%7B%22title%22%3A%22SIMIT%20%7C%20Estado%20de%20la%20Cuenta%22%7D&sw=1280&sh=720&v=2.9.303&r=stable&ec=1&o=4126&fbp=fb.2.1776920888119.467377152359639325&ler=empty&cdl=API_unavailable&pmd[locale]=es-CO&pmd[description]=En%20SIMIT%20puedes%20consultar%20y%20pagar%20tus%20multas%20de%20tr%C3%A1nsito%20de%20toda%20Colombia%2C%20de%20manera%20f%C3%A1cil%20y%20segura.%20Puedes%20pagar%20en%20m%C3%A1s%20de%2020%20mil%20puntos%20a%20nivel%20nacional..&pmd[keywords]=multas%20de%20transito%2C%20comparendos%2C%20parte%20de%20transito%2C%20movilidad%2C%20Simit%2C%20pago%20en%20linea%2C%20transito%2C%20donde%20pagar%20multas%2C%20transito%20bogota%2C%20secretaria%20de%20movilidad%2C%20secretaria%20distrital%2C%20multa%20bogota%2C%20paz%20y%20salvo&plt=9025.60000000894&it=1776920888077&coo=false&es=automatic&tm=3&expv2[0]=pl1&expv2[1]=el2&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=im0&expv2[6]=hf1&rqm=FGET
REQUEST:  POST https://www.google-analytics.com/g/collect?v=2&tid=G-8TBQXXE1D2&gtm=45je64k1h1v890165050z8843781589za20gzb843781589zd843781589&_p=1776920881779&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=1435742119.1776920888&frm=0&pscdl=noapi&rcb=11&sr=1280x720&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=es-419&_s=4&tag_exp=0~115616986~115938466~115938469~117266401~117512543~117884344&sid=1776920888&sct=1&seg=0&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&dt=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&en=clic_accionGeneral&_et=1&tfd=14076
Esperando respuesta...
RESPONSE: 200 https://www.facebook.com/tr/?id=1002616857190413&ev=SubscribedButtonClick&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&rl=&if=false&ts=1776920892989&cd[buttonFeatures]=%7B%22classList%22%3A%22btn%20btn-primary%20font-weight-bold%20btn-sm%20py-1%20px-2%22%2C%22destination%22%3A%22https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta%22%2C%22id%22%3A%22btnNumDocPlaca%22%2C%22imageUrl%22%3A%22%22%2C%22innerText%22%3A%22%22%2C%22numChildButtons%22%3A0%2C%22tag%22%3A%22button%22%2C%22type%22%3A%22submit%22%2C%22name%22%3A%22%22%2C%22value%22%3A%22%22%7D&cd[buttonText]=&cd[formFeatures]=%5B%7B%22id%22%3A%22txtBusqueda%22%2C%22name%22%3A%22txtBusqueda%22%2C%22tag%22%3A%22input%22%2C%22placeholder%22%3A%22N%C3%BAmero%20de%20identificaci%C3%B3n%20o%20placa%20del%20veh%C3%ADculo%22%2C%22inputType%22%3A%22text%22%7D%5D&cd[pageFeatures]=%7B%22title%22%3A%22SIMIT%20%7C%20Estado%20de%20la%20Cuenta%22%7D&sw=1280&sh=720&v=2.9.303&r=stable&ec=1&o=4126&fbp=fb.2.1776920888119.467377152359639325&ler=empty&cdl=API_unavailable&pmd[locale]=es-CO&pmd[description]=En%20SIMIT%20puedes%20consultar%20y%20pagar%20tus%20multas%20de%20tr%C3%A1nsito%20de%20toda%20Colombia%2C%20de%20manera%20f%C3%A1cil%20y%20segura.%20Puedes%20pagar%20en%20m%C3%A1s%20de%2020%20mil%20puntos%20a%20nivel%20nacional..&pmd[keywords]=multas%20de%20transito%2C%20comparendos%2C%20parte%20de%20transito%2C%20movilidad%2C%20Simit%2C%20pago%20en%20linea%2C%20transito%2C%20donde%20pagar%20multas%2C%20transito%20bogota%2C%20secretaria%20de%20movilidad%2C%20secretaria%20distrital%2C%20multa%20bogota%2C%20paz%20y%20salvo&plt=9025.60000000894&it=1776920888077&coo=false&es=automatic&tm=3&expv2[0]=pl1&expv2[1]=el2&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=im0&expv2[6]=hf1&rqm=GET
RESPONSE: 200 https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=1002616857190413&ev=SubscribedButtonClick&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&rl=&if=false&ts=1776920892989&cd[buttonFeatures]=%7B%22classList%22%3A%22btn%20btn-primary%20font-weight-bold%20btn-sm%20py-1%20px-2%22%2C%22destination%22%3A%22https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta%22%2C%22id%22%3A%22btnNumDocPlaca%22%2C%22imageUrl%22%3A%22%22%2C%22innerText%22%3A%22%22%2C%22numChildButtons%22%3A0%2C%22tag%22%3A%22button%22%2C%22type%22%3A%22submit%22%2C%22name%22%3A%22%22%2C%22value%22%3A%22%22%7D&cd[buttonText]=&cd[formFeatures]=%5B%7B%22id%22%3A%22txtBusqueda%22%2C%22name%22%3A%22txtBusqueda%22%2C%22tag%22%3A%22input%22%2C%22placeholder%22%3A%22N%C3%BAmero%20de%20identificaci%C3%B3n%20o%20placa%20del%20veh%C3%ADculo%22%2C%22inputType%22%3A%22text%22%7D%5D&cd[pageFeatures]=%7B%22title%22%3A%22SIMIT%20%7C%20Estado%20de%20la%20Cuenta%22%7D&sw=1280&sh=720&v=2.9.303&r=stable&ec=1&o=4126&fbp=fb.2.1776920888119.467377152359639325&ler=empty&cdl=API_unavailable&pmd[locale]=es-CO&pmd[description]=En%20SIMIT%20puedes%20consultar%20y%20pagar%20tus%20multas%20de%20tr%C3%A1nsito%20de%20toda%20Colombia%2C%20de%20manera%20f%C3%A1cil%20y%20segura.%20Puedes%20pagar%20en%20m%C3%A1s%20de%2020%20mil%20puntos%20a%20nivel%20nacional..&pmd[keywords]=multas%20de%20transito%2C%20comparendos%2C%20parte%20de%20transito%2C%20movilidad%2C%20Simit%2C%20pago%20en%20linea%2C%20transito%2C%20donde%20pagar%20multas%2C%20transito%20bogota%2C%20secretaria%20de%20movilidad%2C%20secretaria%20distrital%2C%20multa%20bogota%2C%20paz%20y%20salvo&plt=9025.60000000894&it=1776920888077&coo=false&es=automatic&tm=3&expv2[0]=pl1&expv2[1]=el2&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=im0&expv2[6]=hf1&rqm=FGET
RESPONSE: 204 https://www.google-analytics.com/g/collect?v=2&tid=G-8TBQXXE1D2&gtm=45je64k1h1v890165050za20gzb843781589zd843781589&_p=1776920881779&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AEEAAAQ&ae=a&are=1&cid=1435742119.1776920888&frm=0&pscdl=noapi&rcb=11&sr=1280x720&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=es-419&_s=3&tag_exp=0~115616986~115938466~115938469~117266401~117512543~117884344&sid=1776920888&sct=1&seg=0&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&dt=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&en=form_start&ep.form_id=formGetEstadoCuenta&ep.form_name=&ep.form_destination=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&epn.form_length=2&ep.first_field_id=txtBusqueda&ep.first_field_name=txtBusqueda&ep.first_field_type=text&epn.first_field_position=1&_et=4681&tfd=14066
REQUEST:  POST https://consultasimit.fcm.org.co/simit/microservices/estado-cuenta-simit/estadocuenta/consulta
